,评论,得分
164,我还是喜欢汽油车，没办法喜欢去加油站闻汽油味,0.030762557
165,Gamma 吗？,0.5
166,ID3还是好的，计划尝试2000公里电动挑战,0.798138749
167,ID6x四驱顶配，我觉得棒,0.878079075
168,iphonex没死过机…五六年了,0.132575316
169,iPhone基本不死机,0.54966945
170,l2的自动驾驶都会这样吧,0.389592606
171,macai配tesla,0.447678459
172,model s 屏幕重来没死过机,0.96845693
173,model yyds,0.473767218
174,model y标准版 南方，车库装充电桩，落地30多一点，上下班爽的一,0.263807181
175,model y有欧翼门么？,0.38249421
176,model3p动能回收可以完全关闭,0.059763612
177,Model3呢,0.5
178,modle Y提车不到2月，里程掉23公里！特斯拉告诉我说是正常的！,0.05246517
179,modle y现在多地多少？,0.5
180,S好像没有降价,0.54966945
181,Tesla的语音人机真是烂的一塌糊涂，哪天被逐出中国市场必定是原因之一。,0.040833274
182,Tesla确实好,0.263807181
183,TS了T特别牛，都是我们误操作,0.406074503
184,WEY三年前就有这个功能了,0.915653036
185,yp不是说有个设置可以关回收吗,0.017437123
186,yp和长续航选哪个？,0.880339605
187,yp就是稍微大一点的性能车，没有性能需求的买了干什么？自己找罪受,0.957956933
188,yp你开了一年？,0.361146975
189,Yp是不是没有动力前后分配？,0.306530515
190,Y的动能回收比3要明显太多了 完全一点开不惯,0.046243273
191,Y还是阿维塔划算,0.380553413
192,Y买什么好,0.508696586
193,Y确实点 比3实用些,0.380553413
194,Y是SUV嘛？,0.5
195,Y是真香，这博主说的我都没有碰到，除了悬挂硬，可能博主运气太差了,0.006546647
196,y悬挂也没那么夸张吧,0.088218467
197,Y有啥方法能让他更舒适感,0.935021428
198,Y真不行，试驾的时候感觉晕车，果断再见,0.069915724
199,阿维塔11好还是特斯拉好,0.473767218
200,哎 上海出租车要换特斯拉了 不知道到时候要遇到多少狠司机,0.020648319
201,唉，老王，我最近要换键盘了，有没有推荐的键盘呀？,0.380553413
202,唉我抑郁症心脏跳的快心慌焦虑症了一吃饭吐强迫症了,0.991184956
203,爱国不买,0.380553413
204,爱横情仇。 小闲还没缓过来吧,0.81458371
205,安全？？不是刹车失灵吗？？？,0.152585419
206,安全个头，才被特斯拉女司机不看后视镜变道剐蹭了,0.178935739
207,安全我只信沃尔沃,0.408769838
208,安全意识最好放在驾驶员上而不是车上。车可以辅助我，但是不能夺取我的控制权。,0.631422085
209,按理说哪应该买 不买不是我的性格 买了我就上当了,0.030817547
210,按赛车的模式设计调教的，悬挂不硬，车速快，要翻车了,0.026155675
211,把车道居中关了 就不会抢了,0.246148199
212,把人身安全交给人工智能会不会太草率了,0.353419163
213,把刹车交给系统，算了算了,0.300352146
214,把手可以改成电动的，电吸门也可以装,0.22263952
215,把新能源的价格打下来,0.162016628
216,把座椅全部换成天籁的,0.359646322
217,霸道中型SUV悬挂硬的我已经很无语了还能比霸道硬？,0.00583959
218,白色内饰好打理不？,0.806322633
219,白送都不要，命重要啊,0.265800664
220,百分百车黑，我媳妇的model3开了3年了，也没晒黑，也没你说的那么多毛病,0.188782345
221,百公里3.6想不想试试弹射起步,0.936282854
222,百公里电耗15……笑了,0.263807181
223,百公里加速 油门当刹车踩的时候飞得更快,0.395322915
224,百公里油耗 19度……,0.188270589
225,半年前一提到特斯拉就是刹车失灵，现在提到特斯拉各种黑转粉，群众的眼睛是雪亮的,0.170413247
226,棒棒哒！,0.996664413
227,宝马GT6该不该买,0.30679994
228,宝马x五好像也有这个功能,0.915653036
229,宝马车主，感觉差不多吧，起码双层夹胶玻璃，NVH不输车库吃灰的BMW 3m,0.85752179
230,保费超过油费，不买,0.174393891
231,保你安全的，往往以后是要你命的,0.263807181
232,保险费别无视呀！,0.146383062
233,保险费贵啊,0.219962973
234,保险费用多少,0.168289615
235,保险很贵吗听说,0.380553413
236,暴力驾驶多少公里,0.857224377
237,爆炸,0.5
238,北方城市，山东济南冬天高速实际续航能到多少？我很纠结 ，我一年四万公里有三万公里在高速上，大多是100-300公里的单趟行程。感谢给点建议,0.054869763
239,北方就基本没有特斯拉充电桩,0.19099653
240,北方四五线适合买电车吗,0.953452736
241,备胎都没有,0.263807181
242,被逼降价的,0.54966945
243,被动能回收劝退,0.095526872
244,被警告过一次，方向都搬不动,0.225154337
245,被你黑够呛,0.263662962
246,被掌控的命运不如自己驾驭,0.992945399
247,被追尾会爆炸吗,0.473767218
248,奔驰C200新款怎么样？,0.890175008
249,奔驰gcl300和特斯拉Y，你们选哪个？,0.380553413
250,本来打算买的，突然就不想买了,0.211149311
251,本来订了，后来退了，谁还敢开,0.024501352
252,本来很喜欢看到车顶的大玻璃，没有斜阳帘瞬间感觉不喜欢了。这夏天怎么过呀？,0.915653036
253,本来就晒太阳啊,0.263807181
254,本来是人能做到的，现在让高科技代替了。,0.380553413
255,本来准备提一辆！结果赛车手出车祸，让我不得不怀疑。,0.530072814
256,本人yp车主 不认同你的部分观点 电耗部分 尤其不认同 单踏板模式，百公里19度电,0.54966945
257,比3后排好一点,0.54966945
258,比官网优惠2w！官网下单等3-6个月！,0.061665444
259,比较客观,0.458333333
260,比较中肯,0.666666667
261,比泰迪值得,0.089163792
262,比亚迪：不对不对总感觉哪里不对。,0.915653036
263,比亚迪:嘿嘿我又长高了,0.089163792
264,比亚迪yyds,0.089163792
265,比亚迪比特斯拉好太多了,0.450629296
266,比亚迪还想涨价,0.089163792
267,比亚迪海豹,0.089163792
268,比亚迪海豚，不想吗？,0.089163792
269,比亚迪汉和特斯拉model怎么选呀,0.089163792
270,比亚迪和特斯拉，应该选谁,0.089163792
271,比亚迪秦puls,0.089163792
272,比亚迪是全世界专利最多的汽车公司。拥有全世界最好的电池。全部自家生产的3电系统。特斯拉只是一家组装汽车厂。买配件自己组装，仅此而已。亲戚朋友买车，我全部推荐比亚迪。我买特斯拉。,0.089163792
273,比亚迪他不香吗,0.015
274,比亚迪唐比这个车驾驶感受要好的太多,0.089163792
275,比亚迪完美无瑕，没有缺点，宇宙第一,0.990884942
276,比亚迪也不差，或者加点钱上蔚来,0.042687327
277,比亚迪也宣布降价1w。,0.54966945
278,比亚迪元，动力好，价格好，颜值高，空间大，安全性高，用的是电驱八合一系统，首款A级潮跑SUV。,0.10275264
279,比亚迪最牛奶,0.089163792
280,比亚迪做得也不错的,0.089163792
281,鄙人有幸过年的时候看到一辆蓝牌特斯拉 无敌,0.878277873
282,必须买,0.508696586
283,必须买！,0.508696586
284,必须买，试驾朋友的特斯拉后，一点都不想要汽油车，特斯拉真的特别好,0.964593392
285,必须支持国产，我用行动证明，我今年要买一台在国产的特斯拉。,0.613401516
286,毕竟油车是一块钱一公里,0.869915724
287,便宜不便宜无所屌胃，我只喜欢你橱窗,0.947276199
288,便宜车也分要命不要命,0.40969985
289,标y很想换个yp,0.216724849
290,标配的有这个吗,0.286471138
291,标配没有功能吧,0.915653036
292,标续可以考虑 38万可以选择的太多了,0.380553413
293,标准版本开1.5万公里，提速5.9已经可以了,0.414836636
294,标准模式换成舒适模式加速就缓和了,0.54966945
295,别车我就喜欢别特斯拉，不会失误,0.263807181
296,别的不说，进不去单位啊！,0.052111287
297,别的不说特斯拉一直在进步,0.233177492
298,别的车屏幕死机不影响驾驶,0.368722654
299,别的电车出事故没报道而已，没特斯拉国产电车不会进步，而且价格直接起飞,0.997812236
300,别黑特斯拉了，它很好,0.015
301,别降价了，再降价我就不是说说了,0.068233942
302,别降了 再降真买得起了,0.113032852
303,别降了，在降就真心动了,0.238558927
304,别买特斯拉了,0.482447787
305,别喷我，一铸造本质上是工业进步的表现,0.263807181
306,别人车文化的交易里面只有，你付钱 我出车，你花钱买一辆通勤工具，我们的车文化里面有，政治影响，提成，抬价，营销，充值，保值，那么多因素都有，唯独产品质量和技术把控不重视可能核心竞争力没有，只能靠玩一些花里胡哨的手段来赢得市场占有率吧。那些新能源车评人的身体也诚实的很，骂特斯拉是工作，开特斯拉是生活,0.109995267
307,别人驾驶模式有得你选,0.67640774
308,别说了！肠子都青了,0.250255092
309,别说林志颖,0.380553413
310,别说林志颖 就算林正英开这车都得晃着铃铛走。,0.359941793
311,别说林志颖差点被带走了，就连林正英来了也得一手摇铃一手握方向盘,0.359941793
312,别说林志颖的技术开这车，就算是林正英开这个车都要一手扶着方向盘，一手摇着铃铛,0.405456046
313,别说林志颖开特斯拉会出事，就是林正英来了开特斯拉也得一边摇铃铛一边开车,0.072379123
314,别说买就是送给我都怕它刹不停。,0.167527165
315,别说你开了，就是林正英开也要一手扶方向盘，一手摇铃铛,0.341423676
316,别完全相信科技，还是得相信自己。啥都靠电脑，万一有个小故障，最终倒霉的还是自己,0.523708982
317,别问我了，半年前就买了,0.275849846
318,别洗国内质量不好。其实国外也有刹车失灵其他事情而且发生率比中国还高而且人家都能查到。也是质量不好看个人喜欢就买。最求刺激就买。或者说侥幸心理也可以买,0.058172713
319,别洗了,0.22361809
320,并排走让特斯拉压实线,0.299630845
321,玻璃抗紫外线的,0.164527065
322,玻璃是阻隔紫外线的，没有遮阳帘也不会晒黑,0.035299514
323,刹不住案例破千没,0.04453008
324,想三四年争取买上一辆y,0.246484987
325,不懂车但我比较喜欢特斯拉和沃尔沃,0.263807181
326,不懂就问，动能回收不可以关掉吗？,0.009557362
327,不敢开也买不起,0.146583907
328,不敢说，老有人无脑喷特斯拉，我不敢说话,0.046319054
329,不管啥车 天窗是最没用的配置， 尤其是这种全景天窗，夏天晒单你哭,0.963937409
330,不管什么车，都有他的优点和他的缺点，不管什么车，都有人说好，都有喷子说不好，只要自己喜欢就行,0.640983378
331,不光后排坐垫短，你没发现前排坐垫它也短么,0.368722654
332,不会啊我小牛也是大拇指按然后开很习惯,0.391948428
333,不会吧特斯拉的一个优点就是60码过路障啊,0.090785375
334,不就是个车道保持吗！,0.5
335,不开空调吗热…我也没遇到咋,0.038548152
336,不愧是生命的加速器,0.990403873
337,不亮和路灯一个意思,0.191264758
338,不买,0.353185156
339,不买,0.353185156
340,不买,0.353185156
341,不买,0.353185156
342,不买,0.353185156
343,不买,0.353185156
344,不买,0.353185156
345,不买,0.353185156
346,不买,0.353185156
347,不买,0.353185156
348,不买,0.353185156
349,不买,0.353185156
350,不买,0.353185156
351,不买,0.353185156
352,不买,0.353185156
353,不买,0.353185156
354,不买,0.353185156
355,不买,0.353185156
356,不买,0.353185156
357,不买,0.353185156
358,不买,0.353185156
359,不买,0.353185156
360,不买,0.353185156
361,不买 工业垃圾,0.130594045
362,不买 刹不住,0.048553196
363,不买 万一刹不到车 不敢买,0.063429362
364,不买！买纯电车首选比亚迪,0.099003256
365,不买，就这么愉快的决定了,0.359723643
366,不买，没电标,0.195107781
367,不买，没有理想完香,0.661867847
368,不买，强简配,0.015
369,不买，刹不住,0.048553196
370,不买，生病医院都进不去,0.144858012
371,不买，省的油钱不够上保险的,0.166200241
372,不买，已定理想one,0.398105941
373,不买。,0.353185156
374,不买不行么。,0.148407078
375,不买就不要说，没有开过就不要比大胡话,0.061281986
376,不买就对了,0.353185156
377,不买了,0.353185156
378,不买毛坯，买es6,0.292068188
379,不买欧美的东西 凭他给乌星链打俄反感,0.411581043
380,不买是对的也有刹不住的时候,0.048553196
381,不买特斯拉就是了,0.329577804
382,不买咋了解缺点,0.640983378
383,不瞒大家伙，我在济南恒隆试驾这款车，把自己开吐了！动能回收对晕车人士特别不友好。如果适应了，确实不错,0.271753514
384,不瞒你说，我第一次试驾就死机了。。。,0.368722654
385,不明白，特斯拉的标这么丑，为什么这么多人喜欢,0.363840312
386,不能充电啊……,0.358490566
387,不能滑行，可能真习惯不了，脚不累吗,0.203616373
388,不能进医院,0.437597847
389,不能买,0.050869659
390,不能再降了！！！！！！！！再降马上各种失灵自燃就要出来了,0.044303612
391,不能再买特斯拉了，真的不能，看看星链吧。SpaceX的下一步计划是将星链组成星盾。我们现在花在特斯拉上的每一分钱都将成为未来射向我们的子弹。,0.784047283
392,不怕出事就买吧,0.482447787
393,不怕公关？,0.5
394,不怕死就买吧。,0.30005522
395,不然后果真的难以想象,0.448544308
396,不让进医院。。。。,0.290950059
397,不如长安深蓝slo3跟海豹,0.050869659
398,不是x级别不要,0.465517241
399,不是打几分，是将来打在同胞身上的子弹,0.050869659
400,不是打几分，是赚的钱打在同胞身上的子弹！星链计划，大家去查一查吧,0.003010331
401,不是电池不耐寒，是空调太费电，夏天也一样。,0.088485411
402,不是黑特，去比一下比，就知道了？,0.050869659
403,不是可以改成双踏板吗,0.54966945
404,不是空气悬挂吗,0.197893184
405,不是卖27万多吗？,0.399348602
406,不是每次都成功吧,0.050869659
407,不是你在开特斯拉，而是特斯拉在开你,0.192927128
408,不是你在开特斯拉，是特斯拉在开你,0.192927128
409,不是怕刹车就是翻车,0.473767218
410,不是钱的问题 我怕死 我支持国产,0.368722654
411,不是特斯拉刹车失灵的情况,0.086524182
412,不是想说啥，主要单单看你说的，不了解的人以为是一百万的车降价到19万,0.368722654
413,不是悬挂太硬，是特斯拉太要命，林志颖这样的车手都控制不住，谁还可以控制，我想知道卖特斯拉的老板开特斯拉么,0.000211665
414,不是有传统模式可以选嘛？,0.050869659
415,不是有个缓行模式吗？你用的是单踏板模式，怎么可能没得选。,0.683937046
416,不喜欢纯电的 要真买纯电的还得是特斯拉没得选,0.050869659
417,不喜欢电池车,0.018623802
418,不喜欢太智能的机器，是我操控它不是它操控我,0.050869659
419,不想买了,0.369836757
420,不想买了,0.369836757
421,不想要,0.050869659
422,不像BBA，不像劳宾，不像蔚小理，他们默默买车默默使用，特斯拉车主特别喜欢在抖音进行特别仪式！,0.67207184
423,不行，太晒人了,0.23146893
424,不行我还是再等一等小米，年轻人的第一辆车99999，当然如果特斯拉这个价格了我就不期待小米了,0.928978828
425,不许降价了哦，再降我就不口头支持了,0.54966945
426,不要,
427,不要,
428,不要 买油车,0.069915724
429,不要买林志颖都出事了，杭州也出事了。都是烧起来了,0.387261159
430,不要刹车失灵就好,0.152585419
431,不要太依赖倒车影像。多看看后视镜,0.050869659
432,不一定有些人可能还等着特斯拉升值 之前花一百多万买的,0.050869659
433,不硬行吗,0.345278755
434,不用扯 一句话 爱买不买,0.050869659
435,不用出下期了，这几个缺点都是核心缺点,0.941233934
436,不用你白话，不能买在东北不好使？,0.456109684
437,不咋地。很多地方还不让停,0.54966945
438,不知道会不会像苹果手机在俄罗斯一样被限制支付,0.929183888
439,不值得,0.050869659
440,不值得不值得,0.050869659
441,不值得买 因为没钱买,0.334016832
442,不只是特斯拉，凡是电动都不买,0.581938714
443,不准说杂牌 那叫新势力,0.203860906
444,才三十多万？,0.050869659
445,才刷到一个视频，还有有些地方不让停这个致命缺点,0.037715638
446,参谋长在我店里买的全包围脚垫,0.208325144
447,差点儿误伤了友军,0.447678459
448,超充太贵,0.458811275
449,超大前备箱没说,0.176655516
450,车不错 就是一体铸造维修费,0.050869659
451,车道居中保持不是新鲜玩意儿了。十万的燃油都有了,0.359941793
452,车顶那个全景天窗真是全景，热天头顶发热,0.915653036
453,车顶这块玻璃夏天你不提前开半个小时空调，绝对的桑拿房,0.067637086
454,车机居然上了锐龙，牛,0.050869659
455,车降价了嘛，就和刚开始的手机一样，其他费用越来越高，各种增值费，使用费,0.368722654
456,车里备个燃油发电机 没地方充电买点汽油,0.550573579
457,车轮出厂胎压都能说成缺点，不会拿去轮胎店调？,0.00071987
458,车买回来，隔三差五的被人升级一下又消失一个功能，到底谁是车主。这就是我不买的理由,0.685572392
459,车盲,0.050869659
460,车内太丑了 无法接受,0.184151973
461,车内味道好难闻,0.269589989
462,车配备了刹车系统，但根据使用情况不同，刹车可能会失效,0.081960934
463,车评人都说特斯拉不好，车主都说好,0.120899537
464,车是好车就是刹车老是失灵,0.128557962
465,车速60以下是不是就不会触发?我平时开好像从来没有提醒啊,0.062887546
466,车胎质量好,0.229763715
467,车友们，别停喷子们瞎说，任何车都有出事概率，斯拉车主们放心开人总要死的，别想这么多,0.047804894
468,车子是消耗品,0.134234711
469,车坐来不舒服还要来干嘛,0.160472756
470,乘坐舒适度算核心吗,0.975457642
471,冲,
472,这车在温度低的地方根本不行,0.069352771
473,充电时间和换电池的费用，给你了吗,0.06260312
474,充电时间和加油时间可以哎一下吗？,0.842178754
475,充电在外面太麻烦了,0.026240197
476,充电桩分布图，内蒙古没有，哈哈！,0.374495208
477,充电桩猛一看分布范围广，实际河南为例，郑州有十几个挺多的，其他城市就一个肯定不够用啊，充电跑二三十公里,0.990280854
478,丑,0.34375
479,出个y的订单,0.103732389
480,出去30公里，我老公成功把我和女儿都晃吐坐了半个月我适应了，女儿现在不想跟爸爸出门,0.933294426
481,出售22款毛豆y四驱长续航，白色,0.81081313
482,出一辆Y全新未提可自提3天内可提苏州服务中心提车29.8万有兴趣聊，非诚勿扰,0.380553413
483,初一买的，五月中旬才能提车,0.380553413
484,除非百分百方向盘离手，不然危险系数都特别高，因为司机睡着的可能性变大了,0.359941793
485,除了冲电 没一点舒适可言 有钱人谁买,0.094735616
486,除了单踏板模式还有缓行模式,0.727869956
487,除了电池 电机，其他的优点算不上优点,0.228185678
488,除了贵其他都能接收,0.404876628
489,除了民用头衔主动用于军事其他还行,0.99291147
490,除了内蒙古，通红一片,0.473767218
491,除了刹不住，其他都挺好的,0.225290157
492,除了受不了这个制动力回收，别的都满意，对我来说,0.190588786
493,除了售后，都不太行,0.160683818
494,除了限号没办法买电动车我是不明白为啥买电动车哪怕你是特斯拉。,0.004311023
495,除了悬挂和座椅太短其他都能接受,0.17168183
496,除了座椅硬缺点，其他都是扯淡， 全景天窗，安全好，防紫外线,0.915653036
497,触电般的驾驶体验,0.915653036
498,穿的买菜不错,0.380553413
499,吹牛逼，西藏你贴膜了,0.030325672
500,吹唢呐关注你,0.263807181
501,锤子那么多人的梦想，垃圾,0.55624947
502,春节回黑龙江 不敢开车,0.380553413
503,春运路上不能开这个,0.150185692
504,纯电车始终没吸引力。,0.966219336
505,纯电车真的爱不起来，混动的还能接受,0.993730843
506,垃圾，一百万的车，顶棚漏水,0.203773772
507,从不考虑电车,0.956521739
508,从来就不喜欢电动车,0.359941793
509,从来没认为特斯拉是豪车,0.307445604
510,村头大爷都知道怎么开这个门，开门简单,0.223763623
511,打100分。,0.455579962
512,打起仗来特斯拉车主应该先死,0.054869763
513,打这么高的胎压区别就是比2.5胎压能多开点路，不过比较颠舒适性降低了,0.868306757
514,大鹅值得买,0.380553413
515,长续航推荐嘛 ，YP有点贵呀 5秒的车反正也够了,0.866267476
516,别的不说，你在说后排椅垫只能承托一半大腿的时候，画面中的里大腿基本都在座垫上,0.000663504
517,黑屏死机怎么办？,0.368722654
518,特斯拉的电池是买的别人的，还特斯拉的电池技术真是神了人家根本不会造电池，严谨一点好吗？,0.018623802
519,请问一下。我爸非要买我和我妈都不同意 他俩吵架好几天了。怎么样说服他别买啊,0.308678163
520,大家不许夸咱们是中国人,0.947319289
521,大家都别买，让她再降点我买,0.380553413
522,大家都在搜:林志颖父子车祸监控画面,0.849396801
523,大家都知道了，全网很多新注册的私密号都是:,0.263807181
524,大家看看车标像啥,0.272682916
525,大家一起喊9.9,0.380553413
